"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry",
"BGX","Blackstone GSO Long Short Credit Income Fund","14.76","187483881.6","n/a","2011","n/a","n/a",
"BSL","Blackstone GSO Senior Floating Rate Term Fund","16.1","245545897.8","n/a","2010","n/a","n/a",
"BE","Bloom Energy Corporation","11.53","1261571818.39","n/a","2018","Energy","Industrial Machinery/Components",
"APRN","Blue Apron Holdings, Inc.","1.42","275123127.02","n/a","2017","Consumer Services","Catalog/Specialty Distribution",
"BCRH","Blue Capital Reinsurance Holdings Ltd.","6.97","61107140.05","n/a","2013","Finance","Property-Casualty Insurers",
"BXG","Bluegreen Vacations Corporation","13","971547915","n/a","2017","Finance","Real Estate",
"BXC","BlueLinx Holdings Inc.","28.31","263107308.14","n/a","2004","Capital Goods","Wholesale Distributors",
"BA","Boeing Company (The)","364.2","206823851389.8","n/a","n/a","Capital Goods","Aerospace",
"BCC","Boise Cascade, L.L.C.","26.05","1013573380.35","n/a","2013","Consumer Services","RETAIL: Building Materials",
"BCEI","Bonanza Creek Energy, Inc.","24.56","504559166.4","n/a","2017","Energy","Oil & Gas Production",
"BOOT","Boot Barn Holdings, Inc.","22.62","640823898.78","n/a","2014","Consumer Services","Clothing/Shoe/Accessory Stores",
"BAH","Booz Allen Hamilton Holding Corporation","48.35","6882300392.3","n/a","2010","Consumer Services","Professional Services",
"BWA","BorgWarner Inc.","40.98","8535015901.68","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"SAM","Boston Beer Company, Inc. (The)","248.87","2891957002.24","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)",
"BXP","Boston Properties, Inc.","123.48","19070312940","n/a","1997","Consumer Services","Real Estate Investment Trusts",
"BSX","Boston Scientific Corporation","37.45","51823339248.45","n/a","n/a","Health Care","Medical/Dental Instruments",
"BOX","Box, Inc.","20.2","2896782919","n/a","2015","Technology","Computer Software: Prepackaged Software",
"BYD","Boyd Gaming Corporation","26.72","2998143758.88","n/a","1993","Consumer Services","Hotels/Resorts",
"BPMP","BP Midstream Partners LP","16.35","1712679994.5","n/a","2017","Energy","Natural Gas Distribution",
"BP","BP p.l.c.","40.11","135442996682.28","n/a","n/a","Energy","Integrated oil Companies",
"BPT","BP Prudhoe Bay Royalty Trust","23.59","504826000","n/a","n/a","Energy","Integrated oil Companies",
"BRC","Brady Corporation","44.48","2334117757.12","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries",
"BHR","Braemar Hotels & Resorts Inc.","10.22","332272936.38","n/a","2013","Consumer Services","Real Estate Investment Trusts",
"BDN","Brandywine Realty Trust","14.88","2657606717.76","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"BWG","BrandywineGLOBAL Global Income Opportunities Fund ","11.07","232357030.65","n/a","2012","n/a","n/a",
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","4.2501","228664594.2168","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling",
"BAK","Braskem S.A.","26.42","10511641912.8","n/a","n/a","Basic Industries","Major Chemicals",
"BRFS","BRF S.A.","6.57","5331003264.54","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish",
"BPI","Bridgepoint Education, Inc.","8.31","225552471.45","n/a","2009","Consumer Services","Other Consumer Services",
"BGG","Briggs & Stratton Corporation","12.08","512055266.48","n/a","n/a","Energy","Industrial Machinery/Components",
"BFAM","Bright Horizons Family Solutions Inc.","114.47","6647191626.3","n/a","2013","Miscellaneous","Other Consumer Services",
"BEDU","Bright Scholar Education Holdings Limited","10.83","1342093411.08","n/a","2017","Consumer Services","Other Consumer Services",
"BSA","BrightSphere Investment Group plc","21.8875","0","n/a","2016","Finance","Investment Managers",
"BSIG","BrightSphere Investment Group plc","12.37","1315389160.06","n/a","2014","Finance","Investment Managers",
"BV","BrightView Holdings, Inc.","14.85","1551374495.55","n/a","2018","Consumer Non-Durables","Farming/Seeds/Milling",
"EAT","Brinker International, Inc.","46.55","1796830000","n/a","n/a","Consumer Services","Restaurants",
"BCO","Brink&#39;s Company (The)","71.89","3638807460.47","n/a","n/a","Transportation","Oil Refining/Marketing",
"BMY","Bristol-Myers Squibb Company","48.93","79876493709.81","n/a","n/a","Health Care","Major Pharmaceuticals",
"BRS","Bristow Group Inc","4.17","149278431.45","n/a","n/a","Transportation","Transportation Services",
"BTI","British American Tobacco p.l.c.","31.41","72047324934.54","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling",
"BRX","Brixmor Property Group Inc.","16.5","4946811952.5","n/a","2013","Consumer Services","Real Estate Investment Trusts",
"BR","Broadridge Financial Solutions, Inc.","101.84","11889872243.92","n/a","n/a","Miscellaneous","Business Services",
"BKD","Brookdale Senior Living Inc.","8.28","1554511866.12","n/a","2005","Health Care","Hospital/Nursing Management",
"BAM","Brookfield Asset Management Inc","42.04","41773222021.48","n/a","n/a","Consumer Services","Building operators",
